"category","Reproductive_mode","year","site","perccover","yearind","perccoverLog"
"Common","Broadcaster",2005,"VIIS-Tektite",3.72414850036875,4,0.571026990140901
"Common","Broadcaster",2005,"VIIS-Yawzi",0.627065783717138,4,-0.202686896160151
"Common","Broadcaster",2006,"BUIS-South Fore Reef",1.9215830274451,5,0.283659154130702
"Common","Broadcaster",2006,"BUIS-Western Spur and Groove",0.542660537100192,5,-0.265471759667581
"Common","Broadcaster",2006,"VIIS-Haulover",2.67050049822464,5,0.426592663329755
"Common","Broadcaster",2006,"VIIS-Mennebeck",1.66943540622851,5,0.22256961999942
"Common","Broadcaster",2006,"VIIS-Newfound",0.852258585603413,5,-0.0694286150196874
"Common","Broadcaster",2006,"VIIS-Tektite",0.725605813088572,5,-0.139299246645071
"Common","Broadcaster",2006,"VIIS-Yawzi",0.372747637747638,5,-0.428585100165824
"Common","Broadcaster",2007,"BUIS-South Fore Reef",0.417321008299269,6,-0.379529751979417
"Common","Broadcaster",2007,"BUIS-Western Spur and Groove",0.488136532338423,6,-0.311458688349887
"Common","Broadcaster",2007,"VIIS-Haulover",1.42097228326732,6,0.152585606891965
"Common","Broadcaster",2007,"VIIS-Mennebeck",1.17310558716009,6,0.0693371032129375
"Common","Broadcaster",2007,"VIIS-Newfound",0.630481964539806,6,-0.200327332267537
"Common","Broadcaster",2007,"VIIS-Tektite",1.04032562137735,6,0.0171692945233591
"Common","Broadcaster",2007,"VIIS-Yawzi",0.293092501368363,6,-0.532995292636286
"Common","Broadcaster",2008,"BUIS-South Fore Reef",0.308387899456865,7,-0.510902671160031
"Common","Broadcaster",2008,"BUIS-Western Spur and Groove",0.498649492771677,7,-0.302204618389611
"Common","Broadcaster",2008,"VIIS-Haulover",1.26585982913569,7,0.10238561815907
"Common","Broadcaster",2008,"VIIS-Mennebeck",1.26696336806631,7,0.102764058232571
"Common","Broadcaster",2008,"VIIS-Newfound",0.444462216704863,7,-0.352165152070654
"Common","Broadcaster",2008,"VIIS-Tektite",0.891755848729283,7,-0.0497540335875629
"Common","Broadcaster",2008,"VIIS-Yawzi",0.579541807894002,7,-0.236915228755204
"Common","Broadcaster",2009,"BUIS-South Fore Reef",0.369759836261259,8,-0.432080264181191
"Common","Broadcaster",2009,"BUIS-Western Spur and Groove",0.498630600145662,8,-0.302221073071272
"Common","Broadcaster",2009,"VIIS-Haulover",1.20346027470829,8,0.0804317591231196
"Common","Broadcaster",2009,"VIIS-Mennebeck",1.47763862840873,8,0.169568235900968
"Common","Broadcaster",2009,"VIIS-Newfound",0.532651251782272,8,-0.273557048007212
"Common","Broadcaster",2009,"VIIS-Tektite",1.33084648146199,8,0.124127960734453
"Common","Broadcaster",2009,"VIIS-Yawzi",0.448255777658904,8,-0.34847410402075
"Common","Broadcaster",2010,"BUIS-South Fore Reef",0.411803331369271,9,-0.385310144387635
"Common","Broadcaster",2010,"BUIS-Western Spur and Groove",0.585974660522514,9,-0.23212116390202
"Common","Broadcaster",2010,"VIIS-Haulover",1.36112817316565,9,0.133899023276511
"Common","Broadcaster",2010,"VIIS-Mennebeck",1.58358790975655,9,0.199642177377932
"Common","Broadcaster",2010,"VIIS-Newfound",0.504853247801295,9,-0.296834845509757
"Common","Broadcaster",2010,"VIIS-Tektite",1.35914149740693,9,0.13326467258542
"Common","Broadcaster",2010,"VIIS-Yawzi",0.567699050575309,9,-0.245881832091742
"Common","Broadcaster",2011,"BUIS-South Fore Reef",0.587586472272193,10,-0.230928211324885
"Common","Broadcaster",2011,"BUIS-Western Spur and Groove",0.489506605428095,10,-0.310241443428531
"Common","Broadcaster",2011,"VIIS-Haulover",1.2363637333543,10,0.092146257281667
"Common","Broadcaster",2011,"VIIS-Mennebeck",1.51118841958677,10,0.179318616877227
"Common","Broadcaster",2011,"VIIS-Newfound",0.637821882418656,10,-0.195300585045004
"Common","Broadcaster",2011,"VIIS-Tektite",1.42069189968265,10,0.152499904264071
"Common","Broadcaster",2011,"VIIS-Yawzi",0.598183908331879,10,-0.223165274047374
"Common","Broadcaster",2012,"BUIS-South Fore Reef",0.557857764073371,11,-0.253476518181371
"Common","Broadcaster",2012,"BUIS-Western Spur and Groove",0.505238891438785,11,-0.296503226431904
"Common","Broadcaster",2012,"VIIS-Haulover",1.26084999664577,11,0.100663421621423
"Common","Broadcaster",2012,"VIIS-Mennebeck",1.52110827160973,11,0.182160127984044
"Common","Broadcaster",2012,"VIIS-Newfound",0.54287275027313,11,-0.265301957392072
"Common","Broadcaster",2012,"VIIS-Tektite",1.42760601701778,11,0.154608369734809
"Common","Broadcaster",2012,"VIIS-Yawzi",0.498443520113444,11,-0.302384045562422
"Common","Broadcaster",2013,"BUIS-South Fore Reef",0.712167435400358,12,-0.147417888776435
"Common","Broadcaster",2013,"BUIS-Western Spur and Groove",0.494904576566697,12,-0.305478530087667
"Common","Broadcaster",2013,"VIIS-Haulover",1.25992938157668,12,0.100346203807206
"Common","Broadcaster",2013,"VIIS-Mennebeck",1.51197690726266,12,0.179545158146016
"Common","Broadcaster",2013,"VIIS-Newfound",0.619302352730727,12,-0.208097270101794
"Common","Broadcaster",2013,"VIIS-Tektite",1.86048529291381,12,0.269626241284926
"Common","Broadcaster",2013,"VIIS-Yawzi",0.583988420634908,12,-0.233595764024962
"Common","Broadcaster",2014,"BUIS-South Fore Reef",0.665307218459496,13,-0.176977764514089
"Common","Broadcaster",2014,"BUIS-Western Spur and Groove",0.384972942647575,13,-0.414569793275372
"Common","Broadcaster",2014,"VIIS-Haulover",1.389912771069,13,0.142987545410848
"Common","Broadcaster",2014,"VIIS-Mennebeck",1.44700759953126,13,0.16047081199383
"Common","Broadcaster",2014,"VIIS-Newfound",0.514918410179321,13,-0.288261580310354
"Common","Broadcaster",2014,"VIIS-Tektite",1.28004508089067,13,0.107225264989505
"Common","Broadcaster",2014,"VIIS-Yawzi",0.579734878280289,13,-0.236770570615937
"Common","Broadcaster",2015,"BUIS-South Fore Reef",0.64331980089333,14,-0.191573081140644
"Common","Broadcaster",2015,"VIIS-Haulover",1.36602652690888,14,0.135459133004584
"Common","Broadcaster",2015,"VIIS-Mennebeck",1.38482838286493,14,0.141395956077114
"Common","Broadcaster",2015,"VIIS-Newfound",0.549722635363175,14,-0.259856380169194
"Common","Broadcaster",2015,"VIIS-Tektite",1.77314053040571,14,0.248743157011603
"Common","Broadcaster",2015,"VIIS-Yawzi",0.637077025709176,14,-0.195808056176214
"Common","Broadcaster",2016,"BUIS-South Fore Reef",0.539530485412838,15,-0.267984011087607
"Common","Broadcaster",2016,"VIIS-Haulover",1.49503935567384,15,0.174652625253769
"Common","Broadcaster",2016,"VIIS-Mennebeck",1.76667218370005,15,0.247155971115134
"Common","Broadcaster",2016,"VIIS-Newfound",0.614710037863795,15,-0.21132969504042
"Common","Broadcaster",2016,"VIIS-Tektite",1.96111000631124,15,0.292501955622897
"Common","Broadcaster",2016,"VIIS-Yawzi",0.653788177249864,15,-0.184562937230061
"Common","Broadcaster",2017,"BUIS-South Fore Reef",0.746541609591145,16,-0.126945981224666
"Common","Broadcaster",2017,"VIIS-Haulover",1.37391262738748,16,0.137959115074324
"Common","Broadcaster",2017,"VIIS-Mennebeck",1.6198909728993,16,0.209485785245333
"Common","Broadcaster",2017,"VIIS-Newfound",0.665048808558059,16,-0.177146480246412
"Common","Broadcaster",2017,"VIIS-Tektite",1.69210197159054,16,0.228426531495353
"Common","Broadcaster",2017,"VIIS-Yawzi",0.501982772774181,16,-0.299311186873884
"Common","Broadcaster",2018,"BUIS-South Fore Reef",0.753474051719021,17,-0.122931699406798
"Common","Broadcaster",2018,"VIIS-Haulover",1.5554549846124,17,0.191857446998998
"Common","Broadcaster",2018,"VIIS-Mennebeck",1.73663921472291,17,0.239709603519256
"Common","Broadcaster",2018,"VIIS-Newfound",0.607244274542661,17,-0.216636571288169
"Common","Broadcaster",2018,"VIIS-Tektite",1.8125017808106,17,0.258278441944184
"Common","Broadcaster",2018,"VIIS-Yawzi",0.433235307160829,17,-0.363276157124554
"Common","Broadcaster",2019,"BUIS-South Fore Reef",0.762067181711394,18,-0.118006740785807
"Common","Broadcaster",2019,"VIIS-Haulover",1.62190011732943,18,0.210024105221412
"Common","Broadcaster",2019,"VIIS-Mennebeck",1.81225184208581,18,0.258218549868496
"Common","Broadcaster",2019,"VIIS-Newfound",0.695155971479501,18,-0.157917742239803
"Common","Broadcaster",2019,"VIIS-Tektite",1.75449683120122,18,0.244152588172361
"Common","Broadcaster",2019,"VIIS-Yawzi",0.617470422919901,18,-0.209383840449377
"Common","Broadcaster",2020,"BUIS-South Fore Reef",0.722871044021423,19,-0.140939171398524
"Common","Broadcaster",2020,"VIIS-Haulover",1.45328192534472,19,0.162349872209021
"Common","Broadcaster",2020,"VIIS-Mennebeck",1.52986380971642,19,0.184652771130526
"Common","Broadcaster",2020,"VIIS-Newfound",0.50225403944569,19,-0.299076561693863
"Common","Broadcaster",2020,"VIIS-Tektite",1.48623638971718,19,0.172087890571884
"Common","Broadcaster",2020,"VIIS-Yawzi",0.464342928613114,19,-0.333161163850605
"Common","Broadcaster",2021,"BUIS-South Fore Reef",0.770840746855927,20,-0.1130353364829
"Common","Broadcaster",2021,"VIIS-Haulover",1.2934671085302,20,0.11175538955395
"Common","Broadcaster",2021,"VIIS-Mennebeck",0.910503916123028,20,-0.0407181819426869
"Common","Broadcaster",2021,"VIIS-Newfound",0.460523461922513,20,-0.336748239247974
"Common","Broadcaster",2021,"VIIS-Tektite",1.14232480657851,20,0.057789607980072
"Common","Broadcaster",2021,"VIIS-Yawzi",0.287130454121514,20,-0.54192074217609
"Common","Broadcaster",2022,"BUIS-South Fore Reef",0.450446323948459,21,-0.346356952968701
"Common","Broadcaster",2022,"VIIS-Haulover",1.01189088967875,21,0.00513368585840586
"Common","Broadcaster",2022,"VIIS-Newfound",0.264499679508681,21,-0.577574849858269
"Common","Broadcaster",2022,"VIIS-Tektite",1.12825103953968,21,0.0524057423394389
"Common","Broadcaster",2023,"BUIS-South Fore Reef",0.532094818132532,22,-0.274010970482166
"Common","Broadcaster",2023,"VIIS-Haulover",0.859989514084027,22,-0.0655068441089999
"Common","Broadcaster",2023,"VIIS-Mennebeck",0.645084839423075,22,-0.190383164635589
"Common","Broadcaster",2023,"VIIS-Newfound",0.334857266683892,22,-0.475140272070573
"Common","Broadcaster",2023,"VIIS-Tektite",1.23453786726341,22,0.0915044156866002
"Common","Broadcaster",2023,"VIIS-Yawzi",0.182056922125246,22,-0.739792803774007
"Common","Brooder",2001,"BUIS-Western Spur and Groove",0.150847203478782,0,-0.821462736698745
"Common","Brooder",2001,"VIIS-Mennebeck",0.655117759145288,0,-0.183680627412417
"Common","Brooder",2001,"VIIS-Newfound",0.233498911379534,0,-0.631715139864307
"Common","Brooder",2001,"VIIS-Yawzi",0.661615563555219,0,-0.179394287181855
"Common","Brooder",2002,"BUIS-South Fore Reef",1.62173076923077,1,0.209978756692304
"Common","Brooder",2002,"BUIS-Western Spur and Groove",0.0585598611914401,1,-1.23239996138722
"Common","Brooder",2002,"VIIS-Mennebeck",0.759348864994026,1,-0.119558651861284
"Common","Brooder",2002,"VIIS-Newfound",0.556827926827927,1,-0.254278991495342
"Common","Brooder",2002,"VIIS-Yawzi",0.971220931048517,1,-0.0126819665685319
"Common","Brooder",2003,"BUIS-South Fore Reef",1.46406807432669,2,0.165561270449908
"Common","Brooder",2003,"BUIS-Western Spur and Groove",0.129653277756726,2,-0.887216499383137
"Common","Brooder",2003,"VIIS-Haulover",0.56832294764563,2,-0.245404807733795
"Common","Brooder",2003,"VIIS-Mennebeck",0.873441453876237,2,-0.0587662001379704
"Common","Brooder",2003,"VIIS-Newfound",0.64169645103748,2,-0.192670362608609
"Common","Brooder",2003,"VIIS-Yawzi",0.844508652267273,2,-0.0733958965812099
"Common","Brooder",2004,"BUIS-South Fore Reef",1.74110251498183,3,0.240824342846331
"Common","Brooder",2004,"BUIS-Western Spur and Groove",0.0786188529666791,3,-1.10447329673923
"Common","Brooder",2004,"VIIS-Haulover",0.796041268750857,3,-0.0990644167771761
"Common","Brooder",2004,"VIIS-Mennebeck",0.863606506890712,3,-0.0636840941098259
"Common","Brooder",2004,"VIIS-Newfound",0.595714528814461,3,-0.224961807812849
"Common","Brooder",2004,"VIIS-Yawzi",0.649863409259961,3,-0.187177915416153
"Common","Brooder",2005,"BUIS-South Fore Reef",1.78391340196812,4,0.251373768223839
"Common","Brooder",2005,"BUIS-Western Spur and Groove",0.183791208791209,4,-0.735675265881233
"Common","Brooder",2005,"VIIS-Haulover",0.706901611327494,4,-0.150641028396925
"Common","Brooder",2005,"VIIS-Mennebeck",0.820919820919821,4,-0.0856992582673156
"Common","Brooder",2005,"VIIS-Newfound",0.565262121515385,4,-0.247750115845407
"Common","Brooder",2005,"VIIS-Tektite",0.485612554853378,4,-0.313710093693386
"Common","Brooder",2005,"VIIS-Yawzi",0.825637559508815,4,-0.0832105585506944
"Common","Brooder",2006,"BUIS-South Fore Reef",0.560366504504436,5,-0.251527832243595
"Common","Brooder",2006,"BUIS-Western Spur and Groove",0.0862962962962963,5,-1.06400784313297
"Common","Brooder",2006,"VIIS-Haulover",0.578214917266642,5,-0.237910708232607
"Common","Brooder",2006,"VIIS-Mennebeck",0.658964341852273,5,-0.181138085490636
"Common","Brooder",2006,"VIIS-Newfound",0.501761329347536,5,-0.299502812726734
"Common","Brooder",2006,"VIIS-Tektite",0.519125861367241,5,-0.284727335271944
"Common","Brooder",2006,"VIIS-Yawzi",0.493102223102223,5,-0.307063039491065
"Common","Brooder",2007,"BUIS-South Fore Reef",0.558897471288776,6,-0.252667855329193
"Common","Brooder",2007,"BUIS-Western Spur and Groove",0.0787179758814909,6,-1.10392608168547
"Common","Brooder",2007,"VIIS-Haulover",0.692837999914775,6,-0.159368300695214
"Common","Brooder",2007,"VIIS-Mennebeck",0.875122159374106,6,-0.0579313190473575
"Common","Brooder",2007,"VIIS-Newfound",0.444720990242403,6,-0.351912371942305
"Common","Brooder",2007,"VIIS-Tektite",0.596115146028939,6,-0.224669843523272
"Common","Brooder",2007,"VIIS-Yawzi",0.396645009683803,6,-0.401598005339535
"Common","Brooder",2008,"BUIS-South Fore Reef",0.866806906375872,7,-0.0620776370511329
"Common","Brooder",2008,"BUIS-Western Spur and Groove",0.105741271272641,7,-0.975755472601477
"Common","Brooder",2008,"VIIS-Haulover",0.852557061608786,7,-0.0692765440510168
"Common","Brooder",2008,"VIIS-Mennebeck",1.13991927135309,7,0.0568740958563662
"Common","Brooder",2008,"VIIS-Newfound",0.7402052298192,7,-0.130647850781577
"Common","Brooder",2008,"VIIS-Tektite",0.503038815325342,7,-0.298398502754759
"Common","Brooder",2008,"VIIS-Yawzi",0.799934520700908,7,-0.096945561085709
"Common","Brooder",2009,"BUIS-South Fore Reef",0.811861197561506,8,-0.0905182149532794
"Common","Brooder",2009,"BUIS-Western Spur and Groove",0.11518236736453,8,-0.938613999579454
"Common","Brooder",2009,"VIIS-Haulover",0.992674468826492,8,-0.00319314784986878
"Common","Brooder",2009,"VIIS-Mennebeck",1.35528265729328,8,0.13202988096749
"Common","Brooder",2009,"VIIS-Newfound",0.747230620768212,8,-0.126545339457053
"Common","Brooder",2009,"VIIS-Tektite",0.651092409616484,8,-0.186357367594113
"Common","Brooder",2009,"VIIS-Yawzi",0.981933740787029,8,-0.00791781667478625
"Common","Brooder",2010,"BUIS-South Fore Reef",0.682088109774305,9,-0.166159521066149
"Common","Brooder",2010,"BUIS-Western Spur and Groove",0.139779648831475,9,-0.854556054939202
"Common","Brooder",2010,"VIIS-Haulover",1.01720608086832,9,0.00740894772827093
"Common","Brooder",2010,"VIIS-Mennebeck",1.17377397013699,9,0.069584474276875
"Common","Brooder",2010,"VIIS-Newfound",0.786934959227396,9,-0.10406116092673
"Common","Brooder",2010,"VIIS-Tektite",0.45935063155862,9,-0.33785568217926
"Common","Brooder",2010,"VIIS-Yawzi",0.78875367193259,9,-0.103058605945781
"Common","Brooder",2011,"BUIS-South Fore Reef",0.736164710263381,10,-0.133025005288187
"Common","Brooder",2011,"BUIS-Western Spur and Groove",0.14397789907752,10,-0.841704167941703
"Common","Brooder",2011,"VIIS-Haulover",1.13115059108307,10,0.0535204267846679
"Common","Brooder",2011,"VIIS-Mennebeck",1.22609881683589,10,0.0885254733448098
"Common","Brooder",2011,"VIIS-Newfound",0.677939020182853,10,-0.16880936865377
"Common","Brooder",2011,"VIIS-Tektite",0.690191919876454,10,-0.161030129329681
"Common","Brooder",2011,"VIIS-Yawzi",0.908378950080435,10,-0.0417329382676186
"Common","Brooder",2012,"BUIS-South Fore Reef",0.808545817520556,11,-0.0922953650803292
"Common","Brooder",2012,"BUIS-Western Spur and Groove",0.137105318055864,11,-0.862945699422574
"Common","Brooder",2012,"VIIS-Haulover",1.18936174482012,11,0.0753139655398228
"Common","Brooder",2012,"VIIS-Mennebeck",1.13234480126754,11,0.0539786905330478
"Common","Brooder",2012,"VIIS-Newfound",0.868366270628486,11,-0.0612970539007286
"Common","Brooder",2012,"VIIS-Tektite",0.719371215419009,11,-0.143046943824693
"Common","Brooder",2012,"VIIS-Yawzi",0.991342839911163,11,-0.00377612580491376
"Common","Brooder",2013,"BUIS-South Fore Reef",0.977561233437656,12,-0.00985602931708299
"Common","Brooder",2013,"BUIS-Western Spur and Groove",0.132635504715083,12,-0.877340205660789
"Common","Brooder",2013,"VIIS-Haulover",1.07955080675965,12,0.0332430862961221
"Common","Brooder",2013,"VIIS-Mennebeck",1.3372865798231,12,0.126224486318815
"Common","Brooder",2013,"VIIS-Newfound",0.797627003075904,12,-0.098200151727058
"Common","Brooder",2013,"VIIS-Tektite",0.871982470938623,12,-0.0594922454013165
"Common","Brooder",2013,"VIIS-Yawzi",0.980402744639884,12,-0.00859548160979227
"Common","Brooder",2014,"BUIS-South Fore Reef",0.942624163414012,13,-0.0256614316431504
"Common","Brooder",2014,"BUIS-Western Spur and Groove",0.120950161391338,13,-0.917393547795523
"Common","Brooder",2014,"VIIS-Haulover",1.11407991848722,13,0.0469163460559117
"Common","Brooder",2014,"VIIS-Mennebeck",1.28351091458489,13,0.108399566130826
"Common","Brooder",2014,"VIIS-Newfound",0.745454551739553,13,-0.127578829112925
"Common","Brooder",2014,"VIIS-Tektite",0.709834562408092,13,-0.148842858330665
"Common","Brooder",2014,"VIIS-Yawzi",1.1438808384853,13,0.0583807850481463
"Common","Brooder",2015,"BUIS-South Fore Reef",0.71948020762359,14,-0.142981148687888
"Common","Brooder",2015,"VIIS-Haulover",1.03642792907499,14,0.0155391075941051
"Common","Brooder",2015,"VIIS-Mennebeck",1.00650895147977,14,0.00281764167969859
"Common","Brooder",2015,"VIIS-Newfound",0.597456053156423,14,-0.223694034436045
"Common","Brooder",2015,"VIIS-Tektite",0.793143300208646,14,-0.100648339961764
"Common","Brooder",2015,"VIIS-Yawzi",0.995534827339774,14,-0.00194354220923738
"Common","Brooder",2016,"BUIS-South Fore Reef",1.08119130279057,15,0.0339025435331098
"Common","Brooder",2016,"VIIS-Haulover",0.996646100482675,15,-0.00145902814009161
"Common","Brooder",2016,"VIIS-Mennebeck",1.28868600317904,15,0.110147111535948
"Common","Brooder",2016,"VIIS-Newfound",0.775527358420855,15,-0.110402876894047
"Common","Brooder",2016,"VIIS-Tektite",1.05378824403592,15,0.0227533493147664
"Common","Brooder",2016,"VIIS-Yawzi",1.34534487067382,15,0.128833627261828
"Common","Brooder",2017,"BUIS-South Fore Reef",1.11875135574826,16,0.0487335746199517
"Common","Brooder",2017,"VIIS-Haulover",1.03878821448793,16,0.016527013722096
"Common","Brooder",2017,"VIIS-Mennebeck",0.922923379385891,16,-0.034834352377277
"Common","Brooder",2017,"VIIS-Newfound",0.707644326323169,16,-0.150184971021474
"Common","Brooder",2017,"VIIS-Tektite",0.801893470693465,16,-0.0958833226920797
"Common","Brooder",2017,"VIIS-Yawzi",0.711101544948637,16,-0.148068377804763
"Common","Brooder",2018,"BUIS-South Fore Reef",1.11698426465745,17,0.0480470551025591
"Common","Brooder",2018,"VIIS-Haulover",0.723772963749876,17,-0.140397643821824
"Common","Brooder",2018,"VIIS-Mennebeck",0.768522376780044,17,-0.11434348278933
"Common","Brooder",2018,"VIIS-Newfound",0.705906414374156,17,-0.151252871773895
"Common","Brooder",2018,"VIIS-Tektite",0.818816887934535,17,-0.0868132086803379
"Common","Brooder",2018,"VIIS-Yawzi",0.770564411020412,17,-0.113191053011015
"Common","Brooder",2019,"BUIS-South Fore Reef",1.14417080981953,18,0.0584908638141859
"Common","Brooder",2019,"VIIS-Haulover",0.718096751775001,18,-0.143817037747672
"Common","Brooder",2019,"VIIS-Mennebeck",0.874257697947214,18,-0.0583605349852281
"Common","Brooder",2019,"VIIS-Newfound",0.724688326576965,18,-0.139848734326873
"Common","Brooder",2019,"VIIS-Tektite",0.914911976605116,18,-0.038620687259861
"Common","Brooder",2019,"VIIS-Yawzi",0.960734449571617,18,-0.0173966362884312
"Common","Brooder",2020,"BUIS-South Fore Reef",1.014039196066,19,0.00605474228151817
"Common","Brooder",2020,"VIIS-Haulover",0.754147868635269,19,-0.122543492013321
"Common","Brooder",2020,"VIIS-Mennebeck",0.887361822762779,19,-0.051899260000939
"Common","Brooder",2020,"VIIS-Newfound",0.728741249065609,19,-0.137426647334592
"Common","Brooder",2020,"VIIS-Tektite",1.2363831969738,19,0.0921530941661428
"Common","Brooder",2020,"VIIS-Yawzi",0.988295213128565,19,-0.00511330816325323
"Common","Brooder",2021,"BUIS-South Fore Reef",1.21178709020265,20,0.0834263214204408
"Common","Brooder",2021,"VIIS-Haulover",0.830869317271029,20,-0.0804672785638527
"Common","Brooder",2021,"VIIS-Mennebeck",1.08339677342522,20,0.0347875378362764
"Common","Brooder",2021,"VIIS-Newfound",0.821741111645677,20,-0.0852649847627512
"Common","Brooder",2021,"VIIS-Tektite",1.44646123130969,20,0.160306797988215
"Common","Brooder",2021,"VIIS-Yawzi",1.55396454006654,20,0.191441104407537
"Common","Brooder",2022,"BUIS-South Fore Reef",1.36598529084298,21,0.135446022815409
"Common","Brooder",2022,"VIIS-Haulover",0.946251450954595,21,-0.0239934415567679
"Common","Brooder",2022,"VIIS-Newfound",0.826089438309899,21,-0.0829729303288936
"Common","Brooder",2022,"VIIS-Tektite",1.2122250821775,21,0.0835832657642303
"Common","Brooder",2023,"BUIS-South Fore Reef",0.99128592786088,22,-0.00380105895407399
"Common","Brooder",2023,"VIIS-Haulover",0.804638299699522,22,-0.0943992994402581
"Common","Brooder",2023,"VIIS-Mennebeck",0.8743847242009,22,-0.0582974382646735
"Common","Brooder",2023,"VIIS-Newfound",0.913565747814973,22,-0.0392601917315566
"Common","Brooder",2023,"VIIS-Tektite",1.32926249711923,22,0.123610752043888
"Common","Brooder",2023,"VIIS-Yawzi",1.37844223989542,22,0.139388572821013
"Rare","Broadcaster",2001,"BUIS-Western Spur and Groove",0.0382028789923527,0,-1.41790390715693
"Rare","Broadcaster",2001,"VIIS-Mennebeck",0.249690434565237,0,-0.60259809479365
"Rare","Broadcaster",2001,"VIIS-Newfound",0.318161870915619,0,-0.497351868194
"Rare","Broadcaster",2001,"VIIS-Yawzi",0.094241896581798,0,-1.02575598246019
"Rare","Broadcaster",2002,"BUIS-South Fore Reef",0.0650668643525786,1,-1.18664012191506
"Rare","Broadcaster",2002,"BUIS-Western Spur and Groove",0.0486860848702954,1,-1.31259514818138
"Rare","Broadcaster",2002,"VIIS-Mennebeck",0.151851419687441,1,-0.818581143426061
"Rare","Broadcaster",2002,"VIIS-Newfound",0.363748125414792,1,-0.439199236147918
"Rare","Broadcaster",2002,"VIIS-Yawzi",0.164441447076915,1,-0.783988710104082
"Rare","Broadcaster",2003,"BUIS-South Fore Reef",0.0289391323874082,2,-1.53851449343154
"Rare","Broadcaster",2003,"BUIS-Western Spur and Groove",0.0206307015143222,2,-1.68548600427991
"Rare","Broadcaster",2003,"VIIS-Haulover",0.141516580853632,2,-0.849192672850869
"Rare","Broadcaster",2003,"VIIS-Mennebeck",0.0691064491064491,2,-1.16048142179147
"Rare","Broadcaster",2003,"VIIS-Newfound",0.0984848094746382,2,-1.00663075092469
"Rare","Broadcaster",2003,"VIIS-Yawzi",0.127211936941001,2,-0.895472134722412
"Rare","Broadcaster",2004,"BUIS-South Fore Reef",0.0668984864797673,3,-1.174583707657
"Rare","Broadcaster",2004,"BUIS-Western Spur and Groove",0.063491045991046,3,-1.19728751802885
"Rare","Broadcaster",2004,"VIIS-Haulover",0.0947503642577991,3,-1.02341911175727
"Rare","Broadcaster",2004,"VIIS-Mennebeck",0.0672008547008547,3,-1.17262520329284
"Rare","Broadcaster",2004,"VIIS-Newfound",0.0972954627832255,3,-1.01190741188122
"Rare","Broadcaster",2004,"VIIS-Yawzi",0.101972969559176,3,-0.991514933405077
"Rare","Broadcaster",2005,"BUIS-South Fore Reef",0.0412585666001815,4,-1.38448586430385
"Rare","Broadcaster",2005,"BUIS-Western Spur and Groove",0.0254629629629629,4,-1.59409106165669
"Rare","Broadcaster",2005,"VIIS-Haulover",0.0662538386132552,4,-1.1787889545193
"Rare","Broadcaster",2005,"VIIS-Mennebeck",0.0555555555555555,4,-1.25527250510331
"Rare","Broadcaster",2005,"VIIS-Newfound",0.266305633545501,4,-0.574619646209028
