"category","Reproductive_mode","year","site","perccover","yearind","perccoverLog"
"Common","Broadcaster",2004,"Eagle Ray",0.788611111111111,3,-0.10313710824143
"Common","Broadcaster",2004,"Fish Bay",1.45388888888889,3,0.162531217536575
"Common","Broadcaster",2004,"Flat Cay",2.09805555555556,3,0.32181698392988
"Common","Broadcaster",2004,"Great Pond",0.339166666666667,3,-0.469586836822405
"Common","Broadcaster",2004,"Jacks Bay",0.447222222222222,3,-0.349476624735438
"Common","Broadcaster",2004,"Magens Bay",0.451388888888889,3,-0.345449135452394
"Common","Broadcaster",2004,"Salt River West",0.584166666666667,3,-0.233463228080966
"Common","Broadcaster",2004,"Savana",3.41805555555556,3,0.533779117271534
"Common","Broadcaster",2004,"Seahorse Cottage Shoal",3.72633333333333,3,0.571281701433077
"Common","Broadcaster",2004,"Sprat Hole",2.94027777777778,3,0.468388361588144
"Common","Broadcaster",2005,"Black Point",1.58111111111111,4,0.198962390644959
"Common","Broadcaster",2005,"Botany Bay",0.8,4,-0.0969100130080564
"Common","Broadcaster",2005,"Buck Island STT",1.32861111111111,4,0.123397880104677
"Common","Broadcaster",2005,"Buck Island STX",1.80305555555556,4,0.256009108363836
"Common","Broadcaster",2005,"Cane Bay",2.35555555555556,4,0.372093351489427
"Common","Broadcaster",2005,"Coculus Rock",1.02805555555556,4,0.0120165843278245
"Common","Broadcaster",2005,"Eagle Ray",0.712777777777778,4,-0.147045848728378
"Common","Broadcaster",2005,"Fish Bay",1.23166666666667,4,0.0904931880111821
"Common","Broadcaster",2005,"Flat Cay",1.76277777777778,4,0.246197566997106
"Common","Broadcaster",2005,"Great Pond",0.347916666666667,4,-0.458524766228004
"Common","Broadcaster",2005,"Jacks Bay",0.540833333333333,4,-0.266936549247256
"Common","Broadcaster",2005,"Magens Bay",0.276111111111111,4,-0.558916116369974
"Common","Broadcaster",2005,"Salt River West",0.6725,4,-0.172307711325554
"Common","Broadcaster",2005,"Savana",2.73638888888889,4,0.437177818302709
"Common","Broadcaster",2005,"Seahorse Cottage Shoal",3.48083333333333,4,0.541683229217496
"Common","Broadcaster",2005,"South Water",0.161111111111111,4,-0.79287450720435
"Common","Broadcaster",2005,"Sprat Hole",3.81888888888889,4,0.5819370226979
"Common","Broadcaster",2005,"St James",0.468333333333333,4,-0.329444930478564
"Common","Broadcaster",2006,"Black Point",1.09138888888889,5,0.0379795280445189
"Common","Broadcaster",2006,"Botany Bay",0.853888888888889,5,-0.068598637603561
"Common","Broadcaster",2006,"Buck Island STT",0.815555555555556,5,-0.0885464495232543
"Common","Broadcaster",2006,"Buck Island STX",0.279166666666667,5,-0.55413643901078
"Common","Broadcaster",2006,"Cane Bay",1.09,5,0.0374264979406237
"Common","Broadcaster",2006,"Coculus Rock",1.23638888888889,5,0.0921550935152353
"Common","Broadcaster",2006,"Eagle Ray",0.763333333333333,5,-0.117285772379774
"Common","Broadcaster",2006,"Fish Bay",1.24055555555556,5,0.0936162179681319
"Common","Broadcaster",2006,"Flat Cay",1.88166666666667,5,0.274542691541324
"Common","Broadcaster",2006,"Great Pond",0.259166666666667,5,-0.586420857020787
"Common","Broadcaster",2006,"Jacks Bay",0.298333333333333,5,-0.52529821940375
"Common","Broadcaster",2006,"Magens Bay",0.310666666666667,5,-0.507705342365681
"Common","Broadcaster",2006,"Salt River West",0.528333333333333,5,-0.277091988165892
"Common","Broadcaster",2006,"Savana",1.70972222222222,5,0.232925556500048
"Common","Broadcaster",2006,"Seahorse Cottage Shoal",2.05722222222222,5,0.313281206946137
"Common","Broadcaster",2006,"South Water",0.3125,5,-0.505149978319906
"Common","Broadcaster",2006,"St James",0.161944444444444,5,-0.790633946008273
"Common","Broadcaster",2007,"Black Point",0.83,6,-0.0809219076239261
"Common","Broadcaster",2007,"Botany Bay",0.8025,6,-0.0955549589230903
"Common","Broadcaster",2007,"Buck Island STT",0.3225,6,-0.491470281028713
"Common","Broadcaster",2007,"Buck Island STX",0.563888888888889,6,-0.248806462854074
"Common","Broadcaster",2007,"Cane Bay",1.15416666666667,6,0.0622685273528426
"Common","Broadcaster",2007,"Coculus Rock",1.07277777777778,6,0.0305097686760887
"Common","Broadcaster",2007,"Eagle Ray",0.579722222222222,6,-0.236780051701833
"Common","Broadcaster",2007,"Fish Bay",0.443611111111111,6,-0.352997584628804
"Common","Broadcaster",2007,"Flat Cay",0.8,6,-0.0969100130080564
"Common","Broadcaster",2007,"Great Pond",0.2275,6,-0.643018599006869
"Common","Broadcaster",2007,"Jacks Bay",0.253611111111111,6,-0.595831723232988
"Common","Broadcaster",2007,"Magens Bay",0.498888888888889,6,-0.301996168436002
"Common","Broadcaster",2007,"Salt River West",0.458888888888889,6,-0.338292457782924
"Common","Broadcaster",2007,"Savana",0.409166666666667,6,-0.388099753924656
"Common","Broadcaster",2007,"Seahorse Cottage Shoal",0.517777777777778,6,-0.285856592749325
"Common","Broadcaster",2007,"South Water",0.228888888888889,6,-0.640375289070171
"Common","Broadcaster",2007,"Sprat Hole",0.857361111111111,6,-0.0668362194641589
"Common","Broadcaster",2007,"St James",0.169722222222222,6,-0.770261290524733
"Common","Broadcaster",2008,"Black Point",0.600555555555556,7,-0.221446811149996
"Common","Broadcaster",2008,"Botany Bay",0.575277777777778,7,-0.240122401873835
"Common","Broadcaster",2008,"Brewers Bay",3.90611111111111,7,0.591744592832048
"Common","Broadcaster",2008,"Buck Island STT",0.298055555555556,7,-0.525702778801336
"Common","Broadcaster",2008,"Buck Island STX",0.303611111111111,7,-0.517682338817585
"Common","Broadcaster",2008,"Cane Bay",0.666944444444444,7,-0.17591034071026
"Common","Broadcaster",2008,"Coculus Rock",0.923333333333333,7,-0.0346414856552139
"Common","Broadcaster",2008,"Eagle Ray",0.557777777777778,7,-0.253538792294306
"Common","Broadcaster",2008,"Fish Bay",0.471666666666667,7,-0.326364814859353
"Common","Broadcaster",2008,"Flat Cay",1.22472222222222,7,0.0880375980590353
"Common","Broadcaster",2008,"Great Pond",0.287916666666667,7,-0.540733194337408
"Common","Broadcaster",2008,"Jacks Bay",0.229166666666667,7,-0.639848552217362
"Common","Broadcaster",2008,"Magens Bay",0.6375,7,-0.195519810894007
"Common","Broadcaster",2008,"Salt River West",0.335,7,-0.474955192963155
"Common","Broadcaster",2008,"Savana",0.653888888888889,7,-0.184496042259871
"Common","Broadcaster",2008,"Seahorse Cottage Shoal",0.47,7,-0.327902142064283
"Common","Broadcaster",2008,"South Water",0.231666666666667,7,-0.635136450129549
"Common","Broadcaster",2008,"Sprat Hole",1.06472222222222,7,0.0272363184870648
"Common","Broadcaster",2008,"St James",0.355555555555556,7,-0.449092531119419
"Common","Broadcaster",2009,"Black Point",0.176666666666667,8,-0.752845385118873
"Common","Broadcaster",2009,"Botany Bay",0.460555555555556,8,-0.336717974553033
"Common","Broadcaster",2009,"Brewers Bay",4.98361111111111,8,0.697544145431214
"Common","Broadcaster",2009,"Buck Island STT",0.186111111111111,8,-0.730227698066461
"Common","Broadcaster",2009,"Buck Island STX",0.336388888888889,8,-0.473158357624235
"Common","Broadcaster",2009,"Cane Bay",0.981944444444445,8,-0.00791308263436903
"Common","Broadcaster",2009,"Coculus Rock",0.932777777777778,8,-0.0302218089652573
"Common","Broadcaster",2009,"Eagle Ray",0.649166666666667,8,-0.18764378837506
"Common","Broadcaster",2009,"Fish Bay",1.03694444444444,8,0.0157554891590173
"Common","Broadcaster",2009,"Flat Cay",1.3425,8,0.127914294371593
"Common","Broadcaster",2009,"Magens Bay",0.283333333333333,8,-0.54770232900537
"Common","Broadcaster",2009,"Salt River West",0.425833333333333,8,-0.370760345912912
"Common","Broadcaster",2009,"Savana",0.576944444444444,8,-0.238866004232188
"Common","Broadcaster",2009,"Seahorse Cottage Shoal",0.51,8,-0.292429823902064
"Common","Broadcaster",2009,"South Water",0.188888888888889,8,-0.723793588061051
"Common","Broadcaster",2009,"Sprat Hole",0.931388888888889,8,-0.0308689473384671
"Common","Broadcaster",2009,"St James",0.260277777777778,8,-0.584562909879509
"Common","Broadcaster",2010,"Black Point",0.315,9,-0.501689446210399
"Common","Broadcaster",2010,"Botany Bay",0.393333333333333,9,-0.405239247413537
"Common","Broadcaster",2010,"Brewers Bay",4.19666666666667,9,0.6229044753882
"Common","Broadcaster",2010,"Buck Island STT",0.700833333333333,9,-0.154385250249713
"Common","Broadcaster",2010,"Buck Island STX",0.4375,9,-0.359021942641668
"Common","Broadcaster",2010,"Cane Bay",0.8125,9,-0.090176630349088
"Common","Broadcaster",2010,"Castle",0.940416666666667,9,-0.026679682633844
"Common","Broadcaster",2010,"Coculus Rock",0.5925,9,-0.227311645317858
"Common","Broadcaster",2010,"Eagle Ray",0.706111111111111,9,-0.151126954549298
"Common","Broadcaster",2010,"Fish Bay",1.35944444444444,9,0.133361464248483
"Common","Broadcaster",2010,"Flat Cay",0.509722222222222,9,-0.292666432179179
"Common","Broadcaster",2010,"Great Pond",0.805416666666667,9,-0.093979387683053
"Common","Broadcaster",2010,"Jacks Bay",0.322638888888889,9,-0.491283286631033
"Common","Broadcaster",2010,"Magens Bay",0.535833333333333,9,-0.270970273123403
"Common","Broadcaster",2010,"Salt River West",0.454166666666667,9,-0.342784743770982
"Common","Broadcaster",2010,"Savana",1.31222222222222,9,0.11800738817419
"Common","Broadcaster",2010,"Seahorse Cottage Shoal",0.259166666666667,9,-0.586420857020787
"Common","Broadcaster",2010,"South Water",0.1675,9,-0.775985188627136
"Common","Broadcaster",2010,"Sprat Hole",1.34527777777778,9,0.128811968279252
"Common","Broadcaster",2010,"St James",0.341388888888889,9,-0.466750617880833
"Common","Broadcaster",2011,"Black Point",1.27166666666667,10,0.104373287571237
"Common","Broadcaster",2011,"Botany Bay",0.584,10,-0.2335871528876
"Common","Broadcaster",2011,"Brewers Bay",1.97944444444444,10,0.29654331724771
"Common","Broadcaster",2011,"Buck Island STT",0.298055555555556,10,-0.525702778801336
"Common","Broadcaster",2011,"Buck Island STX",0.260277777777778,10,-0.584562909879509
"Common","Broadcaster",2011,"Cane Bay",1.04472222222222,10,0.0190008326551119
"Common","Broadcaster",2011,"Castle",1.17472222222222,10,0.0699351843796131
"Common","Broadcaster",2011,"Coculus Rock",0.958055555555556,10,-0.0186093063998965
"Common","Broadcaster",2011,"Eagle Ray",0.886944444444445,10,-0.0521035822278423
"Common","Broadcaster",2011,"Fish Bay",1.21444444444444,10,0.084377652510378
"Common","Broadcaster",2011,"Flat Cay",1.55972222222222,10,0.193047259830189
"Common","Broadcaster",2011,"Great Pond",0.465833333333333,10,-0.331769438161202
"Common","Broadcaster",2011,"Jacks Bay",0.258333333333333,10,-0.587819552213352
"Common","Broadcaster",2011,"Magens Bay",0.253611111111111,10,-0.595831723232988
"Common","Broadcaster",2011,"Salt River West",0.469722222222222,10,-0.328158893169545
"Common","Broadcaster",2011,"Savana",0.849444444444444,10,-0.070865019690986
"Common","Broadcaster",2011,"Seahorse Cottage Shoal",1.61888888888889,10,0.209217042330665
"Common","Broadcaster",2011,"South Water",0.180833333333333,10,-0.742721512199095
"Common","Broadcaster",2011,"Sprat Hole",0.696944444444444,10,-0.156801839452677
"Common","Broadcaster",2011,"St James",0.501388888888889,10,-0.29982529452561
"Common","Broadcaster",2012,"Black Point",0.878333333333333,11,-0.056340635171097
"Common","Broadcaster",2012,"Brewers Bay",4.37916666666667,11,0.641391474316636
"Common","Broadcaster",2012,"Buck Island STT",0.675555555555556,11,-0.17033893016659
"Common","Broadcaster",2012,"Buck Island STX",0.223611111111111,11,-0.650506620399419
"Common","Broadcaster",2012,"Cane Bay",1.37777777777778,11,0.13917917572291
"Common","Broadcaster",2012,"Castle",1.23277777777778,11,0.0908847971287022
"Common","Broadcaster",2012,"Coculus Rock",1.14111111111111,11,0.0573279341579533
"Common","Broadcaster",2012,"Eagle Ray",0.668888888888889,11,-0.1746460181815
"Common","Broadcaster",2012,"Fish Bay",0.961388888888889,11,-0.0171009014731595
"Common","Broadcaster",2012,"Flat Cay",0.906388888888889,11,-0.0426854269794124
"Common","Broadcaster",2012,"Great Pond",0.665833333333333,11,-0.176634466733633
"Common","Broadcaster",2012,"Jacks Bay",0.479166666666667,11,-0.319513401357994
"Common","Broadcaster",2012,"Salt River West",0.628888888888889,11,-0.201426078251053
"Common","Broadcaster",2012,"Seahorse Cottage Shoal",0.5325,11,-0.273680387889225
"Common","Broadcaster",2012,"South Water",0.293333333333333,11,-0.532638582569494
"Common","Broadcaster",2012,"Sprat Hole",1.51361111111111,11,0.180014307136822
"Common","Broadcaster",2012,"St James",0.601111111111111,11,-0.221045244332755
"Common","Broadcaster",2013,"Black Point",0.835833333333333,12,-0.0778803130272068
"Common","Broadcaster",2013,"Botany Bay",0.818888888888889,12,-0.0867750215802734
"Common","Broadcaster",2013,"Brewers Bay",4.61055555555556,12,0.663753259484054
"Common","Broadcaster",2013,"Buck Island STT",0.575833333333333,12,-0.239703198673426
"Common","Broadcaster",2013,"Buck Island STX",0.615833333333333,12,-0.210536807652799
"Common","Broadcaster",2013,"Cane Bay",1.5375,12,0.186815124447454
"Common","Broadcaster",2013,"Castle",1.3925,12,0.143795203845767
"Common","Broadcaster",2013,"Coculus Rock",0.936666666666667,12,-0.0284149348145826
"Common","Broadcaster",2013,"Eagle Ray",1.00055555555556,12,0.000241207716227294
"Common","Broadcaster",2013,"Flat Cay",0.964722222222222,12,-0.0155977174565249
"Common","Broadcaster",2013,"Great Pond",0.482916666666667,12,-0.31612780574801
"Common","Broadcaster",2013,"Jacks Bay",0.205277777777778,12,-0.687658062372462
"Common","Broadcaster",2013,"Magens Bay",0.464444444444444,12,-0.33306622766429
"Common","Broadcaster",2013,"Salt River West",0.799444444444444,12,-0.0972117111667009
"Common","Broadcaster",2013,"Savana",1.05763888888889,12,0.0243374112407929
"Common","Broadcaster",2013,"Seahorse Cottage Shoal",0.362777777777778,12,-0.440359323828232
"Common","Broadcaster",2013,"South Water",0.381388888888889,12,-0.418631963530532
"Common","Broadcaster",2013,"Sprat Hole",1.39694444444444,12,0.14517913485364
"Common","Broadcaster",2013,"St James",0.582222222222222,12,-0.234911222455598
"Common","Broadcaster",2014,"Black Point",1.4625,13,0.165095874754218
"Common","Broadcaster",2014,"Botany Bay",0.875555555555556,13,-0.0577162919497696
"Common","Broadcaster",2014,"Brewers Bay",4.33583333333333,13,0.637072579848412
"Common","Broadcaster",2014,"Buck Island STT",0.811666666666667,13,-0.0906222891690093
"Common","Broadcaster",2014,"Buck Island STX",0.620277777777778,13,-0.207413777695849
"Common","Broadcaster",2014,"Cane Bay",1.53166666666667,13,0.185164261002468
"Common","Broadcaster",2014,"Castle",1.27666666666667,13,0.10607751924896
"Common","Broadcaster",2014,"Coculus Rock",1.11472222222222,13,0.0471666589665515
"Common","Broadcaster",2014,"Eagle Ray",0.730833333333333,13,-0.136181652681584
"Common","Broadcaster",2014,"Fish Bay",1.34166666666667,13,0.127644629984225
"Common","Broadcaster",2014,"Flat Cay",2.05805555555556,13,0.313457094015123
"Common","Broadcaster",2014,"Great Pond",0.485,13,-0.314258261397736
"Common","Broadcaster",2014,"Jacks Bay",0.219722222222222,13,-0.658126017269611
"Common","Broadcaster",2014,"Magens Bay",0.42875,13,-0.367795866949173
"Common","Broadcaster",2014,"Salt River West",0.676111111111111,13,-0.169981926873241
"Common","Broadcaster",2014,"Savana",0.881666666666667,13,-0.0546955783484579
"Common","Broadcaster",2014,"Seahorse Cottage Shoal",2.44888888888889,13,0.388969080740423
"Common","Broadcaster",2014,"South Water",0.397222222222222,13,-0.400966463302225
"Common","Broadcaster",2014,"Sprat Hole",1.29361111111111,13,0.111803737165444
"Common","Broadcaster",2014,"St James",0.782777777777778,13,-0.10636151199395
"Common","Broadcaster",2015,"Black Point",1.73972222222222,14,0.240479910934021
"Common","Broadcaster",2015,"Botany Bay",0.788888888888889,14,-0.10298416072025
"Common","Broadcaster",2015,"Brewers Bay",4.33472222222222,14,0.636961272234064
"Common","Broadcaster",2015,"Buck Island STT",0.733333333333333,14,-0.134698573897456
"Common","Broadcaster",2015,"Buck Island STX",0.281666666666667,14,-0.55026454576997
"Common","Broadcaster",2015,"Cane Bay",1.85861111111111,14,0.269188529112144
"Common","Broadcaster",2015,"Castle",1.09055555555556,14,0.0376477944967002
"Common","Broadcaster",2015,"Coculus Rock",1.30861111111111,14,0.116810603470946
"Common","Broadcaster",2015,"Eagle Ray",0.635,14,-0.197226274708024
"Common","Broadcaster",2015,"Fish Bay",0.946666666666667,14,-0.0238029146726248
"Common","Broadcaster",2015,"Flat Cay",2.415,14,0.382917135087531
"Common","Broadcaster",2015,"Great Pond",0.502916666666667,14,-0.298503971614257
"Common","Broadcaster",2015,"Jacks Bay",0.349166666666667,14,-0.45696722308133
"Common","Broadcaster",2015,"Magens Bay",0.376388888888889,14,-0.424363205556863
"Common","Broadcaster",2015,"Salt River West",0.642777777777778,14,-0.191939146151557
"Common","Broadcaster",2015,"Savana",0.731388888888889,14,-0.135851641661219
"Common","Broadcaster",2015,"Seahorse Cottage Shoal",2.22305555555556,14,0.346950316126671
"Common","Broadcaster",2015,"South Water",0.261944444444444,14,-0.581790808029959
"Common","Broadcaster",2015,"Sprat Hole",1.2975,14,0.113107366520495
"Common","Broadcaster",2015,"St James",0.658333333333333,14,-0.181554154757183
"Common","Broadcaster",2016,"Black Point",1.79666666666667,15,0.254467510467076
"Common","Broadcaster",2016,"Botany Bay",0.691944444444444,15,-0.159928773230781
"Common","Broadcaster",2016,"Brewers Bay",3.69194444444444,15,0.567255157236662
"Common","Broadcaster",2016,"Buck Island STT",0.682777777777778,15,-0.165720622216852
"Common","Broadcaster",2016,"Buck Island STX",0.382777777777778,15,-0.41705328319568
"Common","Broadcaster",2016,"Cane Bay",1.48694444444444,15,0.172294742616144
"Common","Broadcaster",2016,"Castle",1.19361111111111,15,0.0768628529166159
"Common","Broadcaster",2016,"Coculus Rock",1.35638888888889,15,0.132384223516836
"Common","Broadcaster",2016,"Eagle Ray",0.689444444444445,15,-0.161500723604576
"Common","Broadcaster",2016,"Fish Bay",1.18222222222222,15,0.0726991185197044
"Common","Broadcaster",2016,"Flat Cay",2.26694444444444,15,0.355440877088644
"Common","Broadcaster",2016,"Great Pond",0.47375,15,-0.324450777023871
"Common","Broadcaster",2016,"Jacks Bay",0.324444444444444,15,-0.488859657990907
"Common","Broadcaster",2016,"Magens Bay",0.371111111111111,15,-0.43049604262776
"Common","Broadcaster",2016,"Salt River West",0.574444444444444,15,-0.240751966345382
"Common","Broadcaster",2016,"Savana",0.645555555555556,15,-0.190066377048994
"Common","Broadcaster",2016,"Seahorse Cottage Shoal",2.28777777777778,15,0.359413837178707
"Common","Broadcaster",2016,"South Water",0.323055555555556,15,-0.490722786038839
"Common","Broadcaster",2016,"Sprat Hole",1.50305555555556,15,0.176975033165294
"Common","Broadcaster",2016,"St James",0.7475,15,-0.126388803003533
"Common","Broadcaster",2017,"Black Point",1.475,16,0.168792020314182
"Common","Broadcaster",2017,"Botany Bay",0.446666666666667,16,-0.350016456354855
"Common","Broadcaster",2017,"Brewers Bay",3.83333333333333,16,0.583576585633949
"Common","Broadcaster",2017,"Buck Island STT",0.588333333333333,16,-0.230376544995821
"Common","Broadcaster",2017,"Coculus Rock",1.21305555555556,16,0.0838806911540528
"Common","Broadcaster",2017,"Flat Cay",2.38833333333333,16,0.378094940013701
"Common","Broadcaster",2017,"Magens Bay",0.2875,16,-0.541362150974351
"Common","Broadcaster",2017,"Savana",0.456111111111111,16,-0.340929347983865
"Common","Broadcaster",2017,"Seahorse Cottage Shoal",2.33222222222222,16,0.367769929143075
"Common","Broadcaster",2018,"Black Point",1.46861111111111,17,0.166906809637824
"Common","Broadcaster",2018,"Botany Bay",0.365277777777778,17,-0.437376747941511
"Common","Broadcaster",2018,"Brewers Bay",4.35444444444444,17,0.638932754038778
"Common","Broadcaster",2018,"Buck Island STT",0.750555555555556,17,-0.124617156081275
"Common","Broadcaster",2018,"Buck Island STX",0.370833333333333,17,-0.430821235066693
"Common","Broadcaster",2018,"Cane Bay",1.71277777777778,17,0.233701019623202
"Common","Broadcaster",2018,"Castle",1.04125,17,0.017555014414844
"Common","Broadcaster",2018,"Coculus Rock",1.23888888888889,17,0.0930323579448546
"Common","Broadcaster",2018,"Eagle Ray",0.645694444444444,17,-0.189972950248181
"Common","Broadcaster",2018,"Fish Bay",0.885277777777778,17,-0.0529204372935546
"Common","Broadcaster",2018,"Flat Cay",2.23361111111111,17,0.349007561348798
"Common","Broadcaster",2018,"Great Pond",0.226041666666667,17,-0.645811499191039
"Common","Broadcaster",2018,"Jacks Bay",0.21375,17,-0.67009387659979
"Common","Broadcaster",2018,"Magens Bay",0.358333333333333,17,-0.445712790468038
"Common","Broadcaster",2018,"Salt River West",0.732777777777778,17,-0.135027709556941
"Common","Broadcaster",2018,"Savana",0.484722222222222,17,-0.314507069472089
"Common","Broadcaster",2018,"Seahorse Cottage Shoal",2.12583333333333,17,0.327529212562165
"Common","Broadcaster",2018,"South Water",0.412083333333333,17,-0.385014950114427
"Common","Broadcaster",2018,"Sprat Hole",1.59805555555556,17,0.203591873258212
"Common","Broadcaster",2018,"St James",0.572361111111111,17,-0.24232988190668
"Common","Broadcaster",2019,"Black Point",1.22916666666667,18,0.089610774266557
"Common","Broadcaster",2019,"Botany Bay",0.286111111111111,18,-0.543465276062115
"Common","Broadcaster",2019,"Brewers Bay",4.14972222222222,18,0.618019026496753
"Common","Broadcaster",2019,"Buck Island STT",0.644722222222222,18,-0.19062736031137
"Common","Broadcaster",2019,"Buck Island STX",0.401666666666667,18,-0.396134207808775
"Common","Broadcaster",2019,"Cane Bay",1.5525,18,0.191031608848618
"Common","Broadcaster",2019,"Castle",0.828611111111111,18,-0.0816492474052245
"Common","Broadcaster",2019,"Coculus Rock",1.34527777777778,18,0.128811968279252
"Common","Broadcaster",2019,"Eagle Ray",0.65,18,-0.187086643357144
"Common","Broadcaster",2019,"Fish Bay",0.740555555555556,18,-0.130442355689447
"Common","Broadcaster",2019,"Flat Cay",0.9125,18,-0.0397671268714877
"Common","Broadcaster",2019,"Great Pond",0.167916666666667,18,-0.774906195570497
"Common","Broadcaster",2019,"Jacks Bay",0.168888888888889,18,-0.772398921494552
"Common","Broadcaster",2019,"Magens Bay",0.350833333333333,18,-0.454899150211957
"Common","Broadcaster",2019,"Salt River West",0.708333333333333,18,-0.149762320333332
"Common","Broadcaster",2019,"Savana",0.208888888888889,18,-0.680084660175645
"Common","Broadcaster",2019,"Seahorse Cottage Shoal",2.07833333333333,18,0.317715203094899
"Common","Broadcaster",2019,"South Water",0.284166666666667,18,-0.546426867055127
"Common","Broadcaster",2019,"Sprat Hole",1.17805555555556,18,0.0711657716924223
"Common","Broadcaster",2019,"St James",0.359722222222222,18,-0.444032732350017
"Common","Broadcaster",2020,"Black Point",0.581111111111111,19,-0.235740820572051
"Common","Broadcaster",2020,"Botany Bay",0.125,19,-0.903089986991944
"Common","Broadcaster",2020,"Brewers Bay",1.56583333333333,19,0.194745534052901
"Common","Broadcaster",2020,"Buck Island STT",0.293055555555556,19,-0.533050041133576
"Common","Broadcaster",2020,"Coculus Rock",1.06,19,0.0253058652647703
"Common","Broadcaster",2020,"Fish Bay",1.16305555555556,19,0.0656004601239433
"Common","Broadcaster",2020,"Flat Cay",0.574722222222222,19,-0.240542010101553
"Common","Broadcaster",2020,"Magens Bay",0.197222222222222,19,-0.705044152048212
"Common","Broadcaster",2020,"Savana",0.156666666666667,19,-0.805023396783945
"Common","Broadcaster",2020,"Seahorse Cottage Shoal",0.586666666666667,19,-0.231608586905513
"Common","Broadcaster",2020,"South Water",0.163333333333333,19,-0.786925174691149
"Common","Broadcaster",2020,"St James",0.2175,19,-0.662540738709344
"Common","Broadcaster",2021,"Black Point",0.630833333333333,20,-0.200085366547552
"Common","Broadcaster",2021,"Botany Bay",0.09,20,-1.04575749056068
"Common","Broadcaster",2021,"Brewers Bay",1.16805555555556,20,0.0674634993666437
"Common","Broadcaster",2021,"Buck Island STT",0.319166666666667,20,-0.495982472079002
"Common","Broadcaster",2021,"Buck Island STX",0.33,20,-0.481486060122113
"Common","Broadcaster",2021,"Cane Bay",1.40375,20,0.147289769269514
"Common","Broadcaster",2021,"Castle",0.869166666666667,20,-0.060896937621094
"Common","Broadcaster",2021,"Coculus Rock",0.478055555555556,20,-0.320521630439727
